,price0,price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,price12,price13,price14,price15,price16,price17,price18,price19,price20,price21,price22,price23,open
1547,0.1092381909603399,0.08727651045768688,0.08323275537977695,0.09028962294419875,0.08653716851775722,0.10227324432132177,0.10286973586231801,0.11368319719654102,0.12059187828383869,0.10885117308268674,0.07233346553618217,0.0705266634910794,0.04653955372375966,0.039526186965571544,0.06046193481696989,0.04367974560336787,0.048495074804252455,0.07581499092243027,0.07726190849185793,0.06449273961839866,0.06912630284120107,0.08137679042990136,0.06092720657195391,0.09648402024866677,0.06482289267677042
1548,0.10750787991968938,0.08796336254671447,0.08322268571689592,0.09533903972712097,0.09303611476734457,0.10995318418052469,0.10878600311750435,0.1132700061682107,0.12041086113157444,0.1086073450090024,0.07223586702334603,0.07037331958820715,0.0464779779407833,0.03910884963881727,0.06015644424824902,0.04352112720389709,0.04822786090376929,0.07549469566234457,0.07701078188645596,0.0643111937061845,0.06881693365263186,0.08127436290559237,0.07083006978584994,0.10634091976571965,0.06392908118928652
1549,0.10719070263142841,0.09525099290445144,0.08275563363153697,0.10294468677011524,0.10340331445792367,0.11242065080224334,0.11202443459430407,0.11925277831951717,0.12438077290188221,0.11256843908193888,0.07615079736082621,0.0687677210153279,0.04797434184745891,0.0403050815987891,0.06183837392008154,0.04478001959836158,0.04973870675526537,0.0736519051792555,0.07475818125657623,0.061480213888093486,0.06534251175054093,0.07837764167352279,0.06952141835239807,0.10468126430567308,0.06938820798501223
1550,0.10508524088791116,0.09337576813588276,0.07901684750066608,0.09797212106206887,0.09459590735124272,0.10900591415292865,0.1075100198454459,0.11570250085742248,0.12054558568704155,0.10828045541118492,0.0705241778690557,0.0687382868173961,0.04261907668744018,0.03368677931866522,0.05559199495787643,0.03900686582084965,0.04482429793168105,0.07350728429577416,0.07470118098590602,0.06158719677194747,0.06536190826606628,0.07850976457649797,0.06904767688720316,0.10409735649901326,0.06878579866379599
1551,0.10504171795882078,0.09277853170385225,0.0788137611081093,0.09732819982402174,0.09390679584314271,0.10830181253249756,0.10672499434444696,0.11504073993232898,0.12010310491075646,0.1078359521866096,0.07022303665488963,0.06862991211299316,0.0426054314405267,0.03350678450004011,0.05545715959057257,0.03902323705164927,0.04470143776238373,0.07332958076715063,0.07459665807440176,0.061590624224690985,0.0652976229456484,0.07851210869179213,0.06866541275509674,0.10360579663177016,0.06522629835783306
1552,0.10490505206309415,0.09227909135085927,0.07860931588010107,0.09679218280448677,0.09333186533381807,0.10770824487127932,0.10605500127417689,0.11446423815183507,0.12081946154256806,0.10729900950938163,0.0694137189124334,0.06510331453677257,0.039082609268608334,0.029179972724757836,0.04913653237853857,0.03338936455145653,0.03956569855982565,0.06882068630841444,0.07124126022557359,0.05742574190291028,0.061164969973644887,0.07487369719494258,0.06363412570935793,0.0974820929192835,0.06885203155896287
1553,0.09921311211369531,0.08570062443664438,0.07193238328156057,0.08701236231161107,0.08279596982868012,0.09749924308595469,0.09520722550315919,0.1031112055143112,0.110230515511981,0.09821489913614431,0.06921322313296373,0.06503631315967685,0.039307587534067295,0.02929166253415322,0.04934243403759311,0.033713883814086944,0.03976626664455739,0.06876930860518217,0.071270575571426,0.057531800477033816,0.061228187578575004,0.07496451833082533,0.06346701888829348,0.09721475677294952,0.0635676670411616
1554,0.09912173646169849,0.08544740445064754,0.07186823381887503,0.08678181398862506,0.0825417871619862,0.09721597507110237,0.09486653374907597,0.10282452150743458,0.11004095848853711,0.09804462192773276,0.06901422668178753,0.06493935721937927,0.039409075905884,0.02930124824865688,0.04942326832562359,0.03389377893463725,0.03984608817741677,0.06868352432873275,0.07124693083258854,0.05758292532414552,0.061235239056548,0.07498767426292013,0.06330423787916044,0.0969538213602677,0.05048961192101455
1555,0.09900887819305705,0.08520168039274285,0.07177750031107376,0.08655667863264184,0.08229387887025419,0.0969379027730834,0.09453321305634259,0.10253877775496113,0.10984174439769445,0.0978581764527347,0.06881749537817328,0.0648238861635132,0.039455376388480935,0.029272681943452297,0.049453111670369095,0.034010807405160104,0.039876576743186204,0.06857710601093762,0.07119324449642069,0.057600432506949996,0.06121059707004692,0.07497097847017918,0.06618868027231727,0.09669965987234633,0.05629007657674824
1556,0.09888147300409163,0.0849634152765348,0.0716710826151054,0.08601876703807801,0.08104444003824246,0.09841552817107967,0.09420798648653449,0.10225541260918317,0.10963577267585765,0.09588245090799166,0.06736600052864848,0.06378288208879086,0.04232587590047373,0.02860834530434918,0.04780524636012074,0.03678881748439221,0.039244216022352875,0.06845701627463568,0.06711772970915891,0.05447840296521552,0.058095164479228766,0.07224248535021793,0.06282721935825913,0.09354801800165873,0.05965752968702349
1557,0.09470338127717867,0.08229878071432847,0.07029336334172176,0.08581260052355147,0.08083811626186825,0.09566224321499153,0.09389035274114399,0.1019747983088936,0.10942505490040155,0.09574179338791791,0.06723437882289665,0.06368880393771732,0.04541166856178997,0.028573711269979856,0.04784764679628449,0.034703389041017926,0.03925572611361187,0.06691455798039599,0.06717150727742818,0.05458958315777636,0.05816779087806883,0.07231092611985052,0.06256190937973412,0.09339243632321138,0.05670403385386471
1558,0.09468641719278356,0.08214552859721401,0.07020974960011282,0.08404960423632062,0.08063022909330156,0.09537748629343731,0.0922977872202983,0.10054798576408575,0.10836930278143299,0.09337192269215708,0.06386230572790753,0.06061834206254734,0.04111212136388826,0.025787168966065255,0.04587349212562154,0.0345993084309463,0.037034924635576255,0.06682741894691752,0.06718533821837548,0.05465815479350755,0.0574406094252281,0.07326274396144285,0.061448896673601816,0.0932229367033775,0.056782019104583706
1559,0.09300839004852494,0.07875049824700268,0.06548674875801044,0.08394169002063943,0.08042267149948992,0.09511658355871402,0.0920194004195438,0.10029661220893853,0.10817103108964618,0.09345344583435394,0.0638746802454878,0.06067652878973911,0.04086159615186158,0.025869069089914286,0.046117641497545485,0.03453866109694411,0.03717670149741101,0.06672635819388383,0.06717219236353152,0.05469732182121153,0.057511871601858194,0.06957442984002658,0.06133512302228168,0.09196867180698325,0.055905798329006356
