,open,high,low,close,volume,value
2025-02-09 19:00:00,148733000.0,148736000.0,148299000.0,148417000.0,51.99790394,7718948774.36346
2025-02-09 20:00:00,148387000.0,148688000.0,148001000.0,148072000.0,64.63318695,9579111972.88198
2025-02-09 21:00:00,148046000.0,148220000.0,147774000.0,147822000.0,109.42696748,16191116825.49929
2025-02-09 22:00:00,147822000.0,147823000.0,146635000.0,147026000.0,294.77076683,43409405105.29054
2025-02-09 23:00:00,147026000.0,147774000.0,146751000.0,147150000.0,91.41160427,13463963415.64557
2025-02-10 00:00:00,147149000.0,147982000.0,147100000.0,147931000.0,49.20108339,7265533278.10699
2025-02-10 01:00:00,147931000.0,147931000.0,147500000.0,147662000.0,24.06026038,3554234663.65555
2025-02-10 02:00:00,147662000.0,147730000.0,147050000.0,147334000.0,21.03855203,3099571752.63136
2025-02-10 03:00:00,147334000.0,147406000.0,147100000.0,147406000.0,11.66970136,1717934818.60383
2025-02-10 04:00:00,147406000.0,147406000.0,147117000.0,147278000.0,11.40620762,1679302781.23022
2025-02-10 05:00:00,147279000.0,148135000.0,147217000.0,147651000.0,21.30134584,3146740277.2467
2025-02-10 06:00:00,147651000.0,147700000.0,146197000.0,146971000.0,118.24124864,17345314275.07941
2025-02-10 07:00:00,146970000.0,147712000.0,146337000.0,146906000.0,124.20823959,18251770125.62167
2025-02-10 08:00:00,146906000.0,147867000.0,146695000.0,147579000.0,72.2650882,10645711316.36688
2025-02-10 09:00:00,147602000.0,148455000.0,147564000.0,147564000.0,108.57839258,16075389240.17857
2025-02-10 10:00:00,147564000.0,147798000.0,146000000.0,146002000.0,197.75356276,28975067461.3832
2025-02-10 11:00:00,146002000.0,146843000.0,146000000.0,146450000.0,110.15690981,16111557276.08962
2025-02-10 12:00:00,146450000.0,147875000.0,146388000.0,147365000.0,111.60723217,16429532356.34612
2025-02-10 13:00:00,147313000.0,147830000.0,147100000.0,147417000.0,66.18549566,9762553410.58254
2025-02-10 14:00:00,147417000.0,148110000.0,147062000.0,147453000.0,85.39581389,12609552464.20384
2025-02-10 15:00:00,147453000.0,147804000.0,147149000.0,147439000.0,32.60752126,4806546058.90338
2025-02-10 16:00:00,147501000.0,147758000.0,147446000.0,147662000.0,29.0434725,4286757853.68125
2025-02-10 17:00:00,147662000.0,148500000.0,147597000.0,148273000.0,97.6962374,14477880991.76457
2025-02-10 18:00:00,148273000.0,148337000.0,147466000.0,147806000.0,47.67202349,7051992952.0094
2025-02-10 19:00:00,147801000.0,148470000.0,147799000.0,148007000.0,51.13794068,7579613276.20525
2025-02-10 20:00:00,148001000.0,148352000.0,147880000.0,147906000.0,44.77137437,6632956394.93055
2025-02-10 21:00:00,147906000.0,148270000.0,147200000.0,147505000.0,55.65097326,8216739900.95069
