,price0,price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,price12,price13,price14,price15,price16,price17,price18,price19,price20,price21,price22,price23
0,2.389232604076465,1.7117638397527517,1.6613299522784242,2.013472851194141,1.2670585115807476,1.1231804927382352,1.1046014689972232,1.2298259396092541,1.09447914096303,0.7285594534264508,0.8006810949278341,0.7390514113783412,0.6148271130044612,1.0223559875486847,0.9232910404059524,1.276674315971586,1.0491889291910659,1.171260322553861,1.0819859063521569,1.22846224134028,9.212863510765645,20.643716297612066,16.094259804434873,6.037911616797884
1,1.2849047977142178,1.5747553380068096,1.997338988892139,2.6676998355502404,0.9332244435537465,0.6011077163613376,1.0175073224925897,0.8854177585327014,0.8024534097433459,0.45086745524168415,0.6817026750571837,0.40860467641533105,0.30293468611872565,0.2476669485359485,0.23070319211189366,0.2641818256623227,0.260929336128803,0.3518057188401412,0.35138076084047143,0.333485595106894,2.981928735204499,2.0607323467288365,1.3507557836332431,1.4638229384013015
2,1.5999983228688197,2.18871258550461,5.209772637719406,2.04538270938783,1.186629637102201,0.7175232783570363,1.378280861638346,1.0838845614632435,1.0556725575901136,0.34692299724188186,0.72846214583797,0.510177145748636,0.4279970678250051,0.24334268086651503,0.2357355518846204,0.3248484652009644,0.32010848033625783,0.4175397297409344,0.3711251992284779,0.3047018403294148,4.088884229542505,3.7106541455317963,1.689780550953192,1.8038290181218117
3,9.15302130491194,2.662844581606435,4.502970345752204,2.0550863842833524,1.4614019348324212,1.9686274040720317,1.892131878665372,1.3434016977087802,0.9273441489783842,0.8330091278764413,0.9185922734780745,1.7099528085662055,1.4101441710194442,5.220439773205826,1.6277008329190816,1.1933256570410848,0.8949413870721289,1.1655321423533558,2.1317147695231333,6.500882245705681,2.7722107545550156,1.8732057799709327,1.801708124996885,8.363814132456852
4,3.84981539689934,2.780850986703491,7.142391312361214,2.6600240801659063,1.8844401111056481,1.5449598485623453,1.738814969687537,1.5940500445273815,1.2658567731903145,0.952823933968806,1.1686161116386282,1.2670972913504597,2.2924498947441947,5.921962713073767,2.234251827378844,1.8908387315657742,1.530089492660417,2.120540432499267,1.8552902844680013,1.8833675676038646,4.462061600555485,2.0970438886001554,17.35288570422275,2.5461858232234484
5,2.727650831312763,3.899871074083445,4.798559227703572,3.5610929527313107,2.52851260173021,1.9736467330194565,2.2191365697648364,14.60540765959375,1.169277891145346,1.8158878214222083,0.8797061672429329,0.9722769286295317,1.0677175649400699,0.9887532427238361,0.7871106477958912,0.6043978043463981,0.6098917010476361,0.39069090006698054,0.48340493562477854,0.34655596215171136,0.5054377156363699,0.5736812201670104,0.4047909195169314,0.3657102733896002
6,0.496849249922294,0.722608583601768,0.5330719564309877,0.6081953739382394,0.5298207219326082,0.4098466942885976,0.5014494639877055,0.46210403272323314,0.5928655146700785,0.5875739146628566,0.35829723686807513,0.31687225070533404,0.29490620785220767,0.3263193051827685,0.22208472649781902,0.112961881461536,-1.115461070720336,0.3455721241691388,0.17636956295530773,0.16577047241137063,0.23234151508020284,0.3916415722748458,0.19130172846089094,0.27129945177820985
7,0.25461012315572973,0.3288004009619073,0.3227649890093514,0.10507001925883275,0.22964442657166695,0.2259912388255716,0.22634914501256387,0.15213706917777903,-0.12545394303658652,0.0432003970737978,-0.6537930024448106,0.11903273163085927,-0.014880737437770603,-20.89802960964293,-3.2963947326549565,-0.12333304772140515,-0.22376166902862582,0.032306068463286264,-0.18527667881454954,-0.03291314510366379,0.2463830717244611,0.22024381073816526,0.43964228677585415,0.6789564393056847
8,0.3369527284866543,0.44525314803344007,0.45201529364236975,0.3678200459856833,0.4302285779015269,0.3753768145363979,0.3681616205806988,0.3887343841981077,0.3028846242571403,0.15061452751122706,0.29658219752310955,0.24460757420784482,0.2847738328771242,0.1712715834167433,0.16450393384189715,0.16115028174655152,0.22503724138067882,0.15675734459985347,0.25176007565505665,0.29954182051057343,0.5179997400112194,0.4239125158523151,0.3487572811787343,0.7219179285076454
9,0.6742820866429439,0.890354937425554,1.4235987988470278,0.4054051300743621,0.3026766050615405,0.4925872387919421,0.5917530862301641,0.35904288552685504,0.3545206984377912,0.5297871839004424,0.3517975869388014,0.5732616520381079,0.29042850619011046,0.3004174614908762,0.32177919010020395,0.21768936970755676,0.20959322782235876,0.2658315971834765,0.2678587624834326,0.2054759628912654,0.6035486676281008,0.5205832520914517,0.3813334787642671,0.46962123626830027
10,0.33683962898023107,0.4732108462514928,0.7109750371114945,0.5933419712500282,0.3365579850701945,0.413291130869317,1.0714708589249176,0.3520002767741511,0.5051079558655603,2.3530802808396607,0.4921543339699496,0.5051415224995227,0.4323999561744514,0.5300778364913165,0.5163958448648542,0.3114616013621809,0.20895451270872092,0.4766110133715355,0.28923006693111525,0.29874416395246706,0.829289381561523,0.732465739694561,0.7012287756036364,0.5937870078109969
