,open,high,low,close,volume,value
2024-02-05 22:00:00,59440000.0,59800000.0,59400000.0,59650000.0,351.17390307,20933439363.99725
2024-02-05 23:00:00,59650000.0,59735000.0,59285000.0,59349000.0,182.92432178,10891302173.07985
2024-02-06 00:00:00,59323000.0,59368000.0,58759000.0,58813000.0,262.20839912,15474042539.39902
2024-02-06 01:00:00,58813000.0,59006000.0,58699000.0,58958000.0,153.65564166,9038766437.37125
2024-02-06 02:00:00,59000000.0,59016000.0,58830000.0,58834000.0,50.304885,2963197019.38495
2024-02-06 03:00:00,58893000.0,58913000.0,58730000.0,58857000.0,40.43269532,2376667630.70581
2024-02-06 04:00:00,58858000.0,59036000.0,58857000.0,58911000.0,33.14297305,1954644072.52202
2024-02-06 05:00:00,58911000.0,58950000.0,58501000.0,58598000.0,134.40513507,7883186843.57734
2024-02-06 06:00:00,58598000.0,58749000.0,58560000.0,58581000.0,83.81359031,4912599217.5677
2024-02-06 07:00:00,58580000.0,58715000.0,58511000.0,58693000.0,89.3070439,5235872851.45729
2024-02-06 08:00:00,58694000.0,58999000.0,58649000.0,58882000.0,77.61840157,4569059354.47778
2024-02-06 09:00:00,58882000.0,58932000.0,58755000.0,58766000.0,75.12231267,4417700799.1788
2024-02-06 10:00:00,58764000.0,58920000.0,58650000.0,58785000.0,93.4817759,5493559453.14948
2024-02-06 11:00:00,58785000.0,59080000.0,58753000.0,58976000.0,75.64155531,4457138112.80174
2024-02-06 12:00:00,58996000.0,59040000.0,58829000.0,58917000.0,87.55626007,5161736494.93371
2024-02-06 13:00:00,58916000.0,58970000.0,58800000.0,58848000.0,79.26008719,4666730040.75151
2024-02-06 14:00:00,58848000.0,58849000.0,58755000.0,58810000.0,52.18747636,3068378528.827
2024-02-06 15:00:00,58809000.0,58837000.0,58650000.0,58837000.0,93.10099991,5467796929.92923
2024-02-06 16:00:00,58837000.0,58912000.0,58707000.0,58906000.0,126.62313004,7450569118.38878
2024-02-06 17:00:00,58906000.0,59150000.0,58881000.0,59041000.0,164.64682887,9714625812.56012
2024-02-06 18:00:00,59083000.0,59149000.0,58946000.0,59025000.0,77.672156,4585314552.01128
2024-02-06 19:00:00,59025000.0,59150000.0,58750000.0,58869000.0,168.83274621,9954086877.43649
2024-02-06 20:00:00,58869000.0,58960000.0,58810000.0,58925000.0,114.39890253,6736381729.96549
2024-02-06 21:00:00,58925000.0,58967000.0,58740000.0,58846000.0,125.28174342,7372454787.90892
2024-02-06 22:00:00,58845000.0,59085000.0,58813000.0,58950000.0,95.3691674,5622451211.83475
2024-02-06 23:00:00,58950000.0,59120000.0,58909000.0,58988000.0,83.23381752,4912312458.93999
2024-02-07 00:00:00,58972000.0,59300000.0,58947000.0,59233000.0,164.3005114,9719921167.29501
2024-02-07 01:00:00,59207000.0,59400000.0,59152000.0,59155000.0,132.08642606,7831039415.50037
2024-02-07 02:00:00,59150000.0,59200000.0,59032000.0,59134000.0,59.54939243,3521138893.68074
2024-02-07 03:00:00,59135000.0,59177000.0,58959000.0,59108000.0,26.48745878,1564755829.00123
2024-02-07 04:00:00,59108000.0,59197000.0,59039000.0,59197000.0,22.13513687,1308206134.41983
2024-02-07 05:00:00,59197000.0,59214000.0,58954000.0,58956000.0,41.49790779,2449665887.18507
2024-02-07 06:00:00,58956000.0,59173000.0,58951000.0,59098000.0,23.73149024,1401477132.92023
2024-02-07 07:00:00,59097000.0,59120000.0,59000000.0,59097000.0,37.95002241,2241598691.22555
2024-02-07 08:00:00,59098000.0,59099000.0,58953000.0,59039000.0,47.92750579,2829236898.98307
2024-02-07 09:00:00,59020000.0,59150000.0,59010000.0,59066000.0,67.64681373,3995634870.08087
2024-02-07 10:00:00,59066000.0,59172000.0,59019000.0,59020000.0,103.46476938,6116143582.65401
2024-02-07 11:00:00,59019000.0,59132000.0,59010000.0,59076000.0,124.64173933,7361795283.305
2024-02-07 12:00:00,59076000.0,59081000.0,58800000.0,58812000.0,188.88564793,11124908506.52534
2024-02-07 13:00:00,58801000.0,59230000.0,58801000.0,58946000.0,547.79673573,32323395664.3741
2024-02-07 14:00:00,58947000.0,59069000.0,58745000.0,59040000.0,365.19146507,21512000076.74322
2024-02-07 15:00:00,59040000.0,59055000.0,58898000.0,58942000.0,148.36761703,8746598078.67615
2024-02-07 16:00:00,58947000.0,59050000.0,58895000.0,58974000.0,120.85709079,7130447234.30159
2024-02-07 17:00:00,58974000.0,59040000.0,58955000.0,58986000.0,85.72633403,5056479937.39093
2024-02-07 18:00:00,59013000.0,59248000.0,58955000.0,59193000.0,127.93649691,7565047427.5479
2024-02-07 19:00:00,59192000.0,59211000.0,58957000.0,58982000.0,115.97699903,6857143101.65576
2024-02-07 20:00:00,58982000.0,59104000.0,58957000.0,59000000.0,105.23215514,6211274817.72815
2024-02-07 21:00:00,59024000.0,59085000.0,58949000.0,59056000.0,65.61386906,3871484216.77606
2024-02-07 22:00:00,59057000.0,59158000.0,59042000.0,59130000.0,60.45724233,3572457955.87153
2024-02-07 23:00:00,59153000.0,59240000.0,58921000.0,58988000.0,133.82035459,7910515182.24956
2024-02-08 00:00:00,58988000.0,59153000.0,58935000.0,59015000.0,68.13467142,4022352701.95177
2024-02-08 01:00:00,59015000.0,59200000.0,58981000.0,59168000.0,69.11010805,4082094584.16615
2024-02-08 02:00:00,59168000.0,59586000.0,59117000.0,59384000.0,246.67970455,14648353753.93986
2024-02-08 03:00:00,59405000.0,59544000.0,59292000.0,59517000.0,76.32106392,4537942185.88343
2024-02-08 04:00:00,59517000.0,59560000.0,59340000.0,59496000.0,58.6277426,3486027634.99924
2024-02-08 05:00:00,59496000.0,60208000.0,59496000.0,60059000.0,514.72247011,30847813745.27861
2024-02-08 06:00:00,60017000.0,60373000.0,60017000.0,60126000.0,253.83012167,15276553640.068
2024-02-08 07:00:00,60126000.0,60290000.0,60001000.0,60002000.0,212.24932037,12765559809.72792
2024-02-08 08:00:00,60002000.0,60244000.0,60002000.0,60232000.0,155.62198001,9359713388.3081
2024-02-08 09:00:00,60242000.0,60832000.0,60232000.0,60832000.0,427.71353853,25890864169.00151
2024-02-08 10:00:00,60832000.0,60855000.0,60600000.0,60853000.0,259.39733856,15753938542.67518
2024-02-08 11:00:00,60855000.0,60994000.0,60702000.0,60951000.0,214.13097346,13028264787.12859
2024-02-08 12:00:00,60951000.0,61042000.0,60719000.0,60721000.0,244.00925635,14869264455.87529
2024-02-08 13:00:00,60721000.0,60866000.0,60676000.0,60677000.0,217.14197813,13199158860.79376
2024-02-08 14:00:00,60677000.0,60735000.0,60600000.0,60652000.0,163.2900904,9904994104.06343
2024-02-08 15:00:00,60651000.0,60851000.0,60640000.0,60696000.0,166.20964504,10098779946.66145
2024-02-08 16:00:00,60696000.0,60880000.0,60696000.0,60794000.0,116.99596393,7115652561.63742
2024-02-08 17:00:00,60794000.0,61200000.0,60789000.0,61135000.0,241.50207076,14737930308.30708
2024-02-08 18:00:00,61135000.0,61173000.0,60900000.0,61005000.0,149.32156351,9114812017.78712
2024-02-08 19:00:00,61005000.0,61340000.0,60949000.0,61329000.0,214.90440976,13149712508.74533
2024-02-08 20:00:00,61329000.0,61341000.0,61068000.0,61077000.0,144.2257425,8834684607.1563
2024-02-08 21:00:00,61076000.0,61236000.0,60954000.0,61039000.0,119.92793979,7327175116.99928
2024-02-08 22:00:00,61039000.0,61314000.0,60980000.0,61300000.0,159.48599036,9754211224.94966
2024-02-08 23:00:00,61300000.0,61500000.0,61185000.0,61396000.0,266.18838616,16340943477.8548
2024-02-09 00:00:00,61400000.0,61890000.0,61208000.0,61885000.0,343.23276138,21160407537.57512
2024-02-09 01:00:00,61886000.0,61940000.0,61355000.0,61590000.0,185.15960636,11421381568.45683
2024-02-09 02:00:00,61569000.0,61680000.0,61289000.0,61470000.0,78.82786646,4844935226.92459
2024-02-09 03:00:00,61471000.0,61772000.0,61442000.0,61753000.0,50.09276282,3086040931.66129
2024-02-09 04:00:00,61772000.0,61973000.0,61741000.0,61916000.0,89.1306553,5515717913.30467
2024-02-09 05:00:00,61944000.0,62200000.0,61874000.0,62176000.0,186.83539079,11592363806.74082
2024-02-09 06:00:00,62200000.0,62200000.0,61916000.0,61999000.0,100.05621907,6209403656.06808
2024-02-09 07:00:00,61999000.0,62065000.0,61791000.0,61954000.0,137.02404863,8483734376.29613
2024-02-09 08:00:00,61954000.0,62094000.0,61900000.0,62011000.0,128.76901763,7987400024.22439
2024-02-09 09:00:00,62011000.0,62180000.0,61741000.0,61895000.0,290.12572031,17988688444.65044
2024-02-09 10:00:00,61895000.0,61952000.0,61717000.0,61951000.0,201.10183801,12429561563.54623
2024-02-09 11:00:00,61952000.0,62990000.0,61951000.0,62954000.0,553.03948839,34564329109.51131
2024-02-09 12:00:00,62947000.0,63000000.0,62717000.0,62752000.0,322.1828893,20256023929.87692
